tracknum,asymmetry,moment,motion,mssSlope,normDiffCoeff,genDiffCoeff,scalingPower
180,1.0,nan,nan,nan,nan,nan,nan
181,0.0,nan,nan,nan,nan,nan,nan
182,0.0,1.0,nan,0.23108254824540117,0.6217536373711625,0.937607181884,0.551706127062
183,0.0,2.0,nan,0.25356586586469115,1.1009268908466348,1.68379503869,0.556241799239
184,0.0,2.0,nan,0.473108516811,0.804484787206,0.74071099913,1.10792872398
184,0.0,nan,nan,nan,nan,nan,nan
185,0.0,2.0,nan,0.4107106660870488,1.461687528928711,1.42685431178,0.969645753136
186,0.0,nan,nan,nan,nan,nan,nan
187,0.0,nan,nan,nan,nan,nan,nan
188,0.0,nan,nan,nan,nan,nan,nan
188,0.0,nan,nan,nan,nan,nan,nan
189,0.0,nan,nan,nan,nan,nan,nan
190,0.0,nan,nan,nan,nan,nan,nan
191,0.0,1.0,nan,0.0949893358752,0.527522693667,0.924097383738,0.437716800708
191,0.0,nan,nan,nan,nan,nan,nan
192,0.0,2.0,nan,0.2736567464546017,0.6756893026552275,0.991647923612,0.575971220949
193,0.0,2.0,nan,0.39020548197767113,0.6299352172842777,0.623435090751,1.02139968474
194,0.0,2.0,nan,0.5478926250123977,1.2103772340891799,1.14476088156,1.10474849878
195,0.0,2.0,nan,0.273116531191,0.930750130638,1.29375498844,0.619564512784
195,0.0,nan,nan,nan,nan,nan,nan
195,0.0,nan,nan,nan,nan,nan,nan
196,0.0,nan,nan,nan,nan,nan,nan
197,0.0,2.0,nan,0.42509086990070055,1.2363970032522706,1.24811001891,0.949806523294
198,0.0,nan,nan,nan,nan,nan,nan
199,0.0,2.0,nan,0.5719461914436241,0.958708133753853,0.78751689998,1.22142500207
200,0.0,nan,nan,nan,nan,nan,nan
